X,Y,OBJECTID,COLLISION_SK,CASE_FILE_NUMBER,ACCIDENT_DATE,WGS84_LAT_COORD,WGS84_LON_COORD,ROAD_LOCATION_1,ROAD_LOCATION_2,ROAD_CONFIGURATION,COLLISION_CONFIGURATION,NON_FATAL_INJURY,FATAL_INJURY,YOUNG_DEMOGRAPHIC,PEDESTRIAN_COLLISIONS,AGRESSIVE_DRIVING,DISTRACTED_DRIVING,IMPAIRED_DRIVING,BICYCLE_COLLISIONS,INTERSECTION_RELATED
-63.53546497,44.67075572,1948,38950,85612,2021/07/16 03:00:00+00,44.67074645,-63.53546697,PORTLAND ST,HIGHWAY 111 NB EXIT 7 OFF RAMP,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,Y,N,N,N,Y
-63.61022227,44.70521109,1949,38686,85578,2021/07/16 03:00:00+00,44.70520182,-63.61022425,MORRIS DR,AKERLEY BLVD,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,Y
-63.52273198,44.50730998,1950,38692,85883,2021/07/16 03:00:00+00,44.50730073,-63.52273399,KETCH HARBOUR RD VTM_AMP CHEBUCTO HEAD RD,DEAD END,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.57652484,44.62827119,1951,38701,85776,2021/07/16 03:00:00+00,44.62826193,-63.57652683,TOWER RD,PINE HILL DR,Intersection - two or more public roads,Multiple vehicle - left turn into traffic,,,Y,N,N,N,N,N,Y
-63.63427126,44.65909568,1952,38693,85932,2021/07/16 03:00:00+00,44.65908641,-63.63427323,14 TITUS ST,,Intersection - private road or access,Multiple vehicle - right angle,,,Y,N,Y,N,N,N,Y
-63.60496302,44.69838825,1953,39376,103629,2021/07/15 03:00:00+00,44.69837898,-63.604965,WRIGHT AVE,WINDMILL RD,Non-intersection,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,N
-63.6552944,44.73042907,1954,38674,85338,2021/07/15 03:00:00+00,44.73041979,-63.65529637,10 DARTMOUTH RD,,Non-intersection,Multiple vehicle - rear end,,,Y,N,N,N,N,N,N
-63.63012252,44.65220475,1955,39495,85459,2021/07/15 03:00:00+00,44.65219548,-63.6301245,3331 JOSEPH HOWE DR,,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,,,N,N,Y,N,N,N,Y
-63.60235303,44.6596826,1956,38673,85333,2021/07/15 03:00:00+00,44.65967333,-63.60235502,ROBIE ST,YOUNG ST,Non-intersection,Multiple vehicle - one crossing path of other to the right,,,N,N,N,N,N,N,N
-63.67676047,44.68467979,1957,38678,85420,2021/07/15 03:00:00+00,44.68467052,-63.67676243,HIGHWAY 102 NB EXIT 2 OFF RAMP,KEARNEY LAKE RD,Non-intersection,Single vehicle - off road to the right,,,N,N,N,N,N,N,N
-63.63565796,44.66364321,1958,38685,85315,2021/07/15 03:00:00+00,44.66363394,-63.63565993,44 BEDFORD HWY,,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,Y,N,N,N,N
-63.17691961,44.78164875,1959,39153,85044,2021/07/15 03:00:00+00,44.78163946,-63.17692172,HIGHWAY 107,HIGHWAY 7,,Single vehicle - off road to the left,,,N,N,N,Y,N,N,N
-63.73109924,44.72394637,1960,38672,85332,2021/07/15 03:00:00+00,44.72393709,-63.73110118,LARRY UTECK BLVD,HAMMONDS PLAINS RD,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,N,N,N,N,Y
-63.60103902,44.66068879,1961,39625,98155,2021/07/15 03:00:00+00,44.66067952,-63.601041,YOUNG ST,AGRICOLA ST,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.71395499,44.77658335,1962,38676,85401,2021/07/15 03:00:00+00,44.77657406,-63.71395694,299 HIGHWAY 101,,Non-intersection,Single vehicle - off road to the right,Yes,,N,N,Y,N,N,N,N
-63.17691961,44.78164875,1963,38671,85327,2021/07/15 03:00:00+00,44.78163946,-63.17692172,HIGHWAY 7,HIGHWAY 107,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,Y,Y,N,N,Y
-63.67155753,44.6581173,1964,39093,85275,2021/07/15 03:00:00+00,44.65810803,-63.67155949,366 LACEWOOD DR,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.67676047,44.68467979,1965,38677,85412,2021/07/15 03:00:00+00,44.68467052,-63.67676243,HIGHWAY 102 NB EXIT 2 OFF RAMP,KEARNEY LAKE RD,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,Y,N,N,N,N,N,N
-63.69162891,44.78244619,1966,38675,85384,2021/07/15 03:00:00+00,44.7824369,-63.69163086,GLENDALE DR,BEAVER BANK RD,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,,,N,N,Y,N,N,N,Y
-63.58921757,44.63553445,1967,38669,85312,2021/07/15 03:00:00+00,44.63552519,-63.58921956,SOUTH ST,LEMARCHANT ST,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,Y
-63.56714967,44.72570647,1968,38895,87803,2021/07/14 03:00:00+00,44.72569719,-63.56715166,AKERLEY BLVD,HIGHWAY 107 EB EXIT 13S OFF RAMP,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.60770264,44.66827861,1969,40123,84853,2021/07/14 03:00:00+00,44.66826934,-63.60770462,3576 NOVALEA DR,,Intersection - private road or access,Multiple vehicle - one crossing path of other to the left,Yes,,N,N,Y,N,N,N,Y
-63.60348442,44.71036025,1970,39494,84661,2021/07/14 03:00:00+00,44.71035098,-63.6034864,ISNOR DR,AKERLEY BLVD,Intersection - two or more public roads,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,Y
-63.58923487,44.65841867,1971,38653,84566,2021/07/14 03:00:00+00,44.6584094,-63.58923685,NORTH ST,BRUNSWICK ST,Passing lane,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.4242004,44.61637103,1972,38656,84819,2021/07/14 03:00:00+00,44.61636177,-63.42420243,1450 COW BAY RD,,Non-intersection,Single vehicle - off road to the left,,,Y,N,Y,Y,Y,N,N
-63.60768748,44.66924195,1973,38657,84862,2021/07/14 03:00:00+00,44.66923268,-63.60768946,3594 ST PAULS ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.49832814,44.67124789,1974,38658,84872,2021/07/14 03:00:00+00,44.67123862,-63.49833015,OTAGO DR,COLE HARBOUR RD,Intersection - private road or access,Multiple vehicle - rear end,,,N,N,N,Y,N,N,Y
-63.62358608,44.66246742,1975,38761,85144,2021/07/14 03:00:00+00,44.66245816,-63.62358806,0 WINDSOR ST RAMP,,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.57542378,44.63804446,1976,38765,87549,2021/07/14 03:00:00+00,44.63803519,-63.57542577,5633 FENWICK ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.69305257,44.77465959,1977,38655,84690,2021/07/14 03:00:00+00,44.77465031,-63.69305452,799 SACKVILLE DR,,Intersection - private road or access,Multiple vehicle - head on,,,N,N,N,N,N,N,Y
-63.67478972,44.71274293,1978,39359,85158,2021/07/14 03:00:00+00,44.71273365,-63.67479168,BEDFORD HWY,NELSONS LANDING BLVD,Non-intersection,Multiple vehicle - rear end,,,N,N,N,Y,N,N,N
-63.54320832,44.66910771,1979,39621,84782,2021/07/14 03:00:00+00,44.66909844,-63.54321032,PORTLAND ST,CHESTNUT LANE,Intersection - two or more public roads,Multiple vehicle - same direction sideswipe,,,N,N,Y,Y,N,N,Y
-63.58189151,44.67834272,1980,38718,84896,2021/07/14 03:00:00+00,44.67833345,-63.58189349,232 VICTORIA RD,,Intersection - two or more public roads,Single vehicle - off road to the right,,,N,N,Y,Y,Y,N,Y
-63.61070949,44.6650937,1981,38989,84710,2021/07/14 03:00:00+00,44.66508444,-63.61071147,3530 ROBIE ST,,Intersection - two or more public roads,Single vehicle - off road to the left,,,N,N,N,N,N,N,Y
-63.57694636,44.6402784,1982,39024,94084,2021/07/13 03:00:00+00,44.64026913,-63.57694835,MORRIS ST,WRIGHT AVE,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,Y,N,N,N,Y
-63.59833771,44.64087052,1983,38642,84425,2021/07/13 03:00:00+00,44.64086126,-63.5983397,OXFORD ST,JUBILEE RD,Intersection - two or more public roads,Single vehicle - off road to the left,,,N,N,N,N,N,N,Y
-63.69109232,44.76607429,1984,38640,84357,2021/07/13 03:00:00+00,44.76606501,-63.69109428,OLD SACKVILLE RD,WALKER AVE,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,Yes,,N,N,Y,N,N,N,Y
-63.6305182,44.81999719,1985,38638,84225,2021/07/13 03:00:00+00,44.81998789,-63.63052017,CARMEL CRES,HIGH RD,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,N,N,Y,N,N,N,Y
-63.68307519,44.76238657,1986,38641,84377,2021/07/13 03:00:00+00,44.76237729,-63.68307715,Old Sackville Rd,Madeleine Ave,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,N,N,N,N,Y
-63.58898048,44.64450215,1987,38624,84031,2021/07/13 03:00:00+00,44.64449289,-63.58898247,ROBIE ST,CEDAR ST,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,N,N,Y,N,N,N,Y
-63.88883337,44.6871782,1988,38639,84307,2021/07/13 03:00:00+00,44.68716893,-63.88883529,13506 PEGGYS COVE RD,,,,Yes,,N,N,N,N,N,N,N
-63.63225216,44.63114516,1989,39305,84257,2021/07/13 03:00:00+00,44.6311359,-63.63225414,OSBORNE ST,DUNBRACK ST,Non-intersection,Multiple vehicle - rear end,,,N,N,Y,N,Y,N,N
-63.68840107,44.77035763,1990,38897,88301,2021/07/13 03:00:00+00,44.77034834,-63.68840302,665 SACKVILLE DR,,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,N,N,N,N,Y
-63.60823794,44.64708396,1991,39137,83986,2021/07/12 03:00:00+00,44.64707469,-63.60823992,CONNAUGHT AVE,CHEBUCTO RD,Intersection - two or more public roads,Multiple vehicle - left turn into traffic,,,Y,N,N,Y,N,N,Y
-63.57786995,44.68503394,1992,39092,83824,2021/07/12 03:00:00+00,44.68502467,-63.57787194,ALBRO LAKE RD,LEAMAN DR,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the right,,,Y,N,Y,N,N,N,Y
-63.58998706,44.70645173,1993,38637,84077,2021/07/12 03:00:00+00,44.70644245,-63.58998904,200 WRIGHT AVE,,Intersection - two or more public roads,Multiple vehicle - head on,,,Y,N,N,N,N,N,Y
-63.55903622,44.70405975,1994,38621,83841,2021/07/12 03:00:00+00,44.70405047,-63.55903822,HIGHWAY 118 NB EXIT 12 OFF RAMP,HIGHWAY 118,Ramp,Multiple vehicle - rear end,,,Y,N,Y,Y,N,N,N
-64.0573041,44.63384357,1995,38818,83987,2021/07/12 03:00:00+00,44.63383431,-64.057306,SHORE DR,,Non-intersection,Multiple vehicle - rear end,,,N,N,Y,N,N,N,N
-63.46535028,44.61291585,1996,38617,83659,2021/07/12 03:00:00+00,44.61290658,-63.46535231,142 MELROSE CRES,,,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.49054688,44.67157866,1997,38616,83567,2021/07/12 03:00:00+00,44.67156939,-63.4905489,COLE HARBOUR RD,FOREST HILLS PKY,Intersection - private road or access,Multiple vehicle - left turn across opposing traffic,,,N,N,Y,N,N,N,Y
-63.58228409,44.68352612,1998,40355,92336,2021/07/12 03:00:00+00,44.68351685,-63.58228608,55 JACKSON RD,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,Yes,,N,Y,N,N,N,N,N
-63.4970665,44.66533878,1999,38619,83803,2021/07/12 03:00:00+00,44.66532951,-63.49706851,DELTA DR,CALDWELL RD,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,Y,N,N,Y
-63.66316984,44.75098995,2000,38620,83832,2021/07/12 03:00:00+00,44.75098066,-63.6631718,HIGHWAY 101 WB EXIT 1K OFF RAMP,SACKVILLE DR,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,Y,N,N,N,N
-63.56254729,44.69251943,2001,38622,83861,2021/07/12 03:00:00+00,44.69251016,-63.56254928,1 BLK HIGHWAY 118,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.61403049,44.70483059,2002,38618,83705,2021/07/12 03:00:00+00,44.70482131,-63.61403247,1000 WINDMILL RD,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.5941246,44.65553955,2003,38651,83274,2021/07/11 03:00:00+00,44.65553029,-63.59412659,2606 AGRICOLA ST,,Non-intersection,Multiple vehicle - right angle,Yes,,N,N,N,Y,N,N,N
-63.66085517,44.68197319,2004,38598,83202,2021/07/11 03:00:00+00,44.68196392,-63.66085714,367 Bedford Hwy.,BEDFORD HWY,Non-intersection,Multiple vehicle - rear end,Yes,,Y,N,N,N,N,N,N
-63.67732196,44.6342987,2005,38745,83355,2021/07/11 03:00:00+00,44.63428944,-63.67732392,387 SHEPPARDS RUN,,Intersection - private road or access,Single vehicle - hit a moving or stationary object on road surface,,,N,N,Y,N,N,Y,Y
-63.58337292,44.89722513,2006,39426,83258,2021/07/11 03:00:00+00,44.89721582,-63.5833749,2 OAKFIELD PARK RD,,Non-intersection,Single vehicle - off road to the right,Yes,,N,N,Y,N,N,N,N
-63.2960968,45.0175447,2007,38605,83324,2021/07/11 03:00:00+00,45.01753536,-63.29609886,1445 COOKS BROOK RD,,Non-intersection,Multiple vehicle - approaching sideswipe,,,N,N,N,N,N,N,N
-63.42224892,44.70703304,2008,38602,83268,2021/07/11 03:00:00+00,44.70702376,-63.42225095,15 HIGHWAY 107,,Intersection - two or more public roads,Multiple vehicle - same direction sideswipe,,,N,N,Y,N,N,N,Y
-63.5985971,44.64770205,2009,38684,84701,2021/07/11 03:00:00+00,44.64769279,-63.59859909,6255 ALLAN ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.5958145,44.64073968,2010,38599,83216,2021/07/11 03:00:00+00,44.64073041,-63.59581648,1668 PRESTON ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,Y,N,N,Y,N,N,N
-63.65496157,44.7389832,2011,38635,83349,2021/07/11 03:00:00+00,44.73897392,-63.65496354, BEDFORD HWY,,Non-intersection,Multiple vehicle - left turn into traffic,,,N,N,Y,N,N,N,N
-63.5992216,44.64466494,2012,39183,83160,2021/07/11 03:00:00+00,44.64465567,-63.59922358,6324 QUINPOOL RD,Harvard St,Intersection - two or more public roads,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,Y
-63.23967404,44.75035033,2013,38604,83284,2021/07/11 03:00:00+00,44.75034104,-63.23967613,12 CONROD SETTLEMENT RD,,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,N,N,Y,N,N,N,Y
-63.58489007,44.63650196,2014,39493,83283,2021/07/11 03:00:00+00,44.63649269,-63.58489205,SOUTH ST,ROBIE ST,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,N,N,N,N,Y
-63.50433522,44.69182808,2015,38841,83777,2021/07/11 03:00:00+00,44.6918188,-63.50433723,MAIN ST,RIDGECREST DR,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.53130545,44.67116225,2016,38600,83250,2021/07/11 03:00:00+00,44.67115298,-63.53130746,597 PORTLAND ST,Baker Dr,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,Yes,,Y,N,N,Y,N,N,Y
-63.61120651,44.64996691,2017,39047,82707,2021/07/10 03:00:00+00,44.64995764,-63.61120849,2891 CONNAUGHT AVE,London St,Intersection - two or more public roads,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,Y
-63.66104208,44.75827615,2018,38585,82754,2021/07/10 03:00:00+00,44.75826687,-63.66104404,FREER LANE,COBEQUID RD,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,Y,N,N,N,Y
-63.68670158,44.70048269,2019,38586,82784,2021/07/10 03:00:00+00,44.70047342,-63.68670354,LARRY UTECK BLVD,STARBOARD DR,Traffic circle or roundabout,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,Y
-63.6551922,44.64973203,2020,38632,82875,2021/07/10 03:00:00+00,44.64972277,-63.65519417,549 WASHMILL LAKE DR,,Non-intersection,Multiple vehicle - left turn into traffic,,,N,N,Y,N,N,N,N
-63.60203092,44.65902711,2021,38595,82911,2021/07/10 03:00:00+00,44.65901785,-63.6020329,6020 YOUNG ST,,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,Y,N,N,N
-63.54102991,44.68174848,2022,38597,83082,2021/07/10 03:00:00+00,44.6817392,-63.54103191,MAIN ST,MAJOR ST,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,Y,N,N,N,N,N,Y
-63.60395651,44.6428215,2023,38862,82864,2021/07/10 03:00:00+00,44.64281223,-63.60395849,1969 CONNAUGHT AVE,,Non-intersection,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,N
-63.57871612,44.65087437,2024,38596,82989,2021/07/10 03:00:00+00,44.6508651,-63.57871811,2013 BRUNSWICK ST,,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the right,Yes,,Y,N,Y,N,N,N,Y
-63.57784133,44.67072922,2025,39152,82721,2021/07/10 03:00:00+00,44.67071995,-63.57784332,116 WYSE RD,,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,N,N,N,N,Y
-63.58104527,44.65047544,2026,38613,82205,2021/07/09 03:00:00+00,44.65046617,-63.58104726,,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,Y,N,N,N,Y,N,N
-63.73982735,44.8073054,2027,38559,82305,2021/07/09 03:00:00+00,44.8072961,-63.73982929,150 SPRINGFIELD LAKE RD,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,Y,N,N,N,N
-63.58023955,44.63543638,2028,38578,82294,2021/07/09 03:00:00+00,44.63542711,-63.58024154,WELLINGTON ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.57033789,44.66588761,2029,38565,82504,2021/07/09 03:00:00+00,44.66587834,-63.57033988,25 ALDERNEY DR,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.57112605,44.63566237,2030,39456,82336,2021/07/09 03:00:00+00,44.6356531,-63.57112804,MITCHELL ST,INGLIS ST,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.77912998,44.81953009,2031,38561,82352,2021/07/09 03:00:00+00,44.8195208,-63.77913192,292 HIGHWAY 101,,Non-intersection,Single vehicle - off road to the right,,,Y,N,N,N,N,N,N
-63.61471817,44.61587359,2032,38717,82355,2021/07/09 03:00:00+00,44.61586433,-63.61472015,WILLIAMS LAKE RD,HERRING COVE RD,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,Y,N,N,N,Y
-63.67539702,44.71502594,2033,40873,82454,2021/07/09 03:00:00+00,44.71501666,-63.67539898,DUNBRACK ST,,Non-intersection,Multiple vehicle - rear end,Yes,,N,N,Y,N,Y,N,N
-63.57524805,44.64705683,2034,38563,82413,2021/07/09 03:00:00+00,44.64704757,-63.57525004,5243 PRINCE ST,,Non-intersection,Multiple vehicle - same direction sideswipe,,,Y,N,N,N,N,N,N
-63.53743853,44.68226957,2035,38562,82405,2021/07/09 03:00:00+00,44.6822603,-63.53744053,MAIN ST,HARTLEN ST,Intersection - private road or access,Multiple vehicle - right angle,,,N,N,Y,N,N,N,Y
-63.58987982,44.65360802,2036,38564,82453,2021/07/09 03:00:00+00,44.65359875,-63.5898818,5663 WEST ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.66168194,44.69363553,2037,38584,82477,2021/07/09 03:00:00+00,44.69362626,-63.6616839,554 BEDFORD HWY,,Intersection - private road or access,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.65764011,44.66212336,2038,38650,82415,2021/07/09 03:00:00+00,44.66211409,-63.65764208,LACEWOOD DR,WILLETT ST,Intersection - two or more public roads,Multiple vehicle - left turn into traffic,,,N,N,Y,N,N,N,Y
-63.62601383,44.65246141,2039,38558,82282,2021/07/09 03:00:00+00,44.65245214,-63.62601581,HIGHWAY 102,HIGHWAY 102 SB ON RAMP,Intersection - two or more public roads,Single vehicle - hit a moving or stationary object on road surface,Yes,,N,N,Y,N,N,Y,Y
-63.58405081,44.64207879,2040,38615,82466,2021/07/09 03:00:00+00,44.64206953,-63.5840528,1544 SUMMER ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.50345181,44.67143247,2041,38583,82440,2021/07/09 03:00:00+00,44.6714232,-63.50345382,899 PORTLAND ST,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.69426452,44.70277759,2042,38893,82036,2021/07/08 03:00:00+00,44.70276832,-63.69426648,HIGHWAY 102,HIGHWAY 102 NB EXIT 2B ON RAMP,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.61866655,44.65534623,2043,38780,88302,2021/07/08 03:00:00+00,44.65533696,-63.61866853,MICMAC ST,REGENT RD,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.92192047,44.59396526,2044,38776,84592,2021/07/08 03:00:00+00,44.59395601,-63.92192238,10800 PEGGYS COVE RD,,Non-intersection,Multiple vehicle - one crossing path of other to the right,,,Y,N,N,N,N,N,N
-63.62009497,44.64262698,2045,38948,82033,2021/07/08 03:00:00+00,44.64261772,-63.62009694,7151 CHEBUCTO RD,,Traffic circle or roundabout,Multiple vehicle - same direction sideswipe,,,Y,N,Y,N,N,N,Y
-63.68811672,44.69634207,2046,39620,82756,2021/07/08 03:00:00+00,44.6963328,-63.68811868,HIGHWAY 102,HIGHWAY 102 NB EXIT 2B OFF RAMP,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.61967865,44.66037311,2047,38909,89674,2021/07/08 03:00:00+00,44.66036385,-63.61968062,WINDSOR ST,CONNAUGHT AVE,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.57769027,44.64916909,2048,39043,4001960,2021/07/08 03:00:00+00,44.64915983,-63.57769226,1881 BRUNSWICK ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.84188597,44.7035042,2049,38550,82151,2021/07/08 03:00:00+00,44.70349493,-63.84188789,WINDSOR DR,MINNA DR,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,Y,N,Y,N,N,N,Y
-63.59727664,44.65297541,2050,38545,81943,2021/07/08 03:00:00+00,44.65296615,-63.59727863,GLADSTONE ST,NORTH ST,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.6009678,44.69651884,2051,38649,81902,2021/07/08 03:00:00+00,44.69650957,-63.60096979,590 WINDMILL RD,,Intersection - private road or access,Multiple vehicle - left turn across opposing traffic,,,Y,N,Y,N,N,N,Y
-63.64530486,44.7553954,2052,38542,81775,2021/07/08 03:00:00+00,44.75538611,-63.64530683,DUKE ST,GLENDALE AVE,Non-intersection,Multiple vehicle - one crossing path of other to the left,,,N,N,Y,N,N,N,N
-63.50110851,44.6937688,2053,38546,81959,2021/07/08 03:00:00+00,44.69375952,-63.50111052,Forrest Hills Parkway,Main St,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.5847793,44.65183376,2054,38549,82067,2021/07/08 03:00:00+00,44.65182449,-63.58478129,CORNWALLIS ST,CREIGHTON ST,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.10952753,44.7906005,2055,38541,81737,2021/07/08 03:00:00+00,44.7905912,-63.10952966,8603 HIGHWAY 7,,Intersection - private road or access,Multiple vehicle - one crossing path of other to the left,,,Y,N,Y,Y,N,N,Y
-63.81590295,44.67708167,2056,38547,82047,2021/07/08 03:00:00+00,44.67707241,-63.81590488, ST MARGARETS BAY RD,,Non-intersection,Multiple vehicle - left turn into traffic,,,N,N,N,N,N,N,N
-63.58672301,44.63947238,2057,39412,81886,2021/07/08 03:00:00+00,44.63946312,-63.58672499,1374 ROBIE ST,,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,,,N,N,Y,N,N,N,Y
-63.58203517,44.66622471,2058,38577,81979,2021/07/08 03:00:00+00,44.66621544,-63.58203716,300 ANGUS L MACDONALD BRDG,,"Bridge, overpass or viaduct",Multiple vehicle - rear end,,,N,N,Y,N,N,N,N
-62.95056253,44.7672364,2059,38548,82061,2021/07/08 03:00:00+00,44.76722711,-62.95056472,11470 HIGHWAY 7,,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,N,N,Y,N,N,N,Y
-63.63773197,44.64916468,2060,38525,81526,2021/07/07 03:00:00+00,44.64915542,-63.63773394,HIGHWAY 102,HIGHWAY 102 SB EXIT 0 OFF RAMP,Non-intersection,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,N
-63.57687025,44.84219212,2061,38516,81254,2021/07/07 03:00:00+00,44.84218282,-63.57687223,29 HIGHWAY 102,,Non-intersection,Multiple vehicle - same direction sideswipe,,,Y,N,N,N,N,N,N
-63.62014362,44.66494384,2062,38631,81227,2021/07/07 03:00:00+00,44.66493457,-63.6201456,WINDSOR ST RAMP,RAMP MACC RAMP,Non-intersection,Multiple vehicle - same direction sideswipe,Yes,,Y,N,Y,N,N,N,N
-63.71029008,44.70543377,2063,39738,81420,2021/07/07 03:00:00+00,44.7054245,-63.71029203,76 BRISTOLTON AVE,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.49173065,44.67878452,2064,38524,81522,2021/07/07 03:00:00+00,44.67877525,-63.49173266,FOREST HILLS PKY,FLYING CLOUD DR,Non-intersection,Multiple vehicle - rear end,,,Y,N,Y,Y,N,N,N
-63.56289707,44.70517509,2065,38526,81527,2021/07/07 03:00:00+00,44.70516581,-63.56289906,Lamont Terrace,Commodore Dr,Intersection - two or more public roads,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,Y
-63.58312572,44.67433935,2066,38666,81356,2021/07/07 03:00:00+00,44.67433008,-63.58312771,210 WYSE RD,,Intersection - private road or access,Multiple vehicle - one crossing path of other to the left,Yes,,N,N,Y,N,N,N,Y
-63.61761142,44.6248515,2067,38519,81434,2021/07/07 03:00:00+00,44.62484224,-63.6176134,191 HERRING COVE RD,,Intersection - private road or access,Multiple vehicle - right angle,,,N,N,N,N,N,N,Y
-63.99613528,44.66577611,2068,38522,81483,2021/07/07 03:00:00+00,44.66576684,-63.99613718,261 HIGHWAY 103,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,Y,N,N,N,N,N,N
-63.73093591,44.79616387,2069,38947,81939,2021/07/07 03:00:00+00,44.79615458,-63.73093786,ORCHARD DR,SACKVILLE DR,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,Y
-63.57489865,44.64360164,2070,38505,81162,2021/07/07 03:00:00+00,44.64359237,-63.57490065,SPRING GARDEN RD,BRUNSWICK ST,Non-intersection,Single vehicle - off road to the right,,,N,N,N,N,N,N,N
